label,sms
ham,At what time are you coming.
ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
ham,Its good to hear from you
ham,"Sir Goodmorning, Once free call me."
spam,"Loan for any purpose Ì´å£500 - Ì´å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
ham,I like dis sweater fr mango but no more my size already so irritating.
ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?"
ham,"Aight, sounds good. When do you want me to come down?"
ham,U still havent got urself a jacket ah?
ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
ham,Lol no ouch but wish i'd stayed out a bit longer
ham,soon you will have the real thing princess! Do i make you wet? :)
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ..."
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
ham,hanks lotsly!
spam,"URGENT! Your Mobile No was awarded a Ì´å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate"
ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
ham,Otherwise had part time job na-tuition..
ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill
ham,"Theoretically yeah, he could be able to come"
spam,tells u 2 call 09066358152 to claim Ì´å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
ham,Oh ho. Is this the first time u use these type of words
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5"
ham,Yeah it's jus rite...
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,Will you be here for food
ham,I.ll post her out l8r. In class
ham,Anything lor but toa payoh got place 2 walk meh...
ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
ham,Well. You know what i mean. Texting
ham,"Velly good, yes please!"
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?"
ham,We're on the opposite side from where we dropped you off
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a Ì´å£1500 Bonus Prize, call 09066364589"
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
ham,Die... Now i have e toot fringe again...
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
ham,Missing you too.pray inshah allah
ham,Which is weird because I know I had it at one point
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
ham,Your brother is a genius
ham,Is xy in ur car when u picking me up?
ham,Beauty sleep can help ur pimples too.
ham,Yes.. now only saw your message..
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao..."
ham,Also are you bringing galileo or dobby
ham,Aight ill get on fb in a couple minutes
ham,I will come to ur home now
ham,Will be out of class in a few hours. Sorry
ham,Dear how you. Are you ok?
ham,You see the requirements please
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.
ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing."
ham,Bring it if you got it
ham,"Cool, what time you think you can get here?"
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
ham,One of best dialogue in cute reltnship..!! \Wen i Die
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...
ham,"Sorry, I'll call later"
ham,O shore are you takin the bus
ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
ham,Sorry . I will be able to get to you. See you in the morning.
ham,"Yeah, probably earlier than that"
ham,3 pa but not selected.
ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
ham,Fine if thatÌ´Ì¥s the way u feel. ThatÌ´Ì¥s the way its gota b
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.
ham,Oh my God. I'm almost home
ham,Have you heard from this week?
ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..
ham,I love you both too :-)
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
ham,Haha i think i did too
ham,In sch but neva mind u eat 1st lor..
ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! "
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
ham,Hi mom we might be back later than  &lt;#&gt; 
ham,Thats cool. I want to please you...
spam,This message is brought to you by GMW Ltd. and is not connected to the
ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM"
ham,Ok...
ham,Its sunny in california. The weather's just cool
ham,How was txting and driving
ham,Ok...
spam,RGENT! This is the 2nd attempt to contact U!U have WON Ì´å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxÌ´å£7. 50
ham,U 2.
ham,Where in abj are you serving. Are you staying with dad or alone.
ham,S:)no competition for him.
ham,S but mostly not like that.
ham,"Uh, heads up we don't have THAT much left"
ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down
ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...
ham,May b approve panalam...but it should have more posts..
ham,I accidentally deleted the message. Resend please.
ham,U in town alone?
ham,Lol or I could just starve and lose a pound by the end of the day.
ham,Can i meet ÌÎ_ at 5.. As 4 where depends on where ÌÎ_ wan 2 in lor..
ham,Aah bless! How's your arm?
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
ham,Hey what's up charles sorry about the late reply.
ham,Dear we got  &lt;#&gt;  dollars hi hi
ham,Oh yeah clearly it's my fault
ham,How come i din c ÌÎ_... Yup i cut my hair...
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
spam,+123 Congratulations - in this week's competition draw u have won the Ì´å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
ham,Ofcourse I also upload some songs
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
ham,"Sorry, I'll call later"
ham,I am waiting for your call sir.
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!
ham,Great. P diddy is my neighbor and comes for toothpaste every morning
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
ham,Mode men or have you left.
spam,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,No problem. We will be spending a lot of quality time together...
ham,We're done...
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
ham,Mine here like all fr china then so noisy.
ham,I went to project centre
ham,If we win its really no 1 side for long time.
ham,I have printed it oh. So  &lt;#&gt;  come upstairs
ham,O i played smash bros  &lt;#&gt;  religiously.
ham,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier."
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
ham,Whatsup there. Dont u want to sleep
ham,Good evening! How are you?
spam,"URGENT!! Your 4* Costa Del Sol Holiday or Ì´å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, CostÌ´å£1.50/pm, Max10mins"
ham,Both :) i shoot big loads so get ready!
ham,Juz go google n search 4 qet...
ham,Senthil group company Apnt 5pm.
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype
ham,Do you like shaking your booty on the dance floor?
ham,Ya srsly better than yi tho
ham,"No, I was trying it all weekend ;V"
ham,Wot about on wed nite I am 3 then but only til 9!
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
ham,Ok...
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,Yo dude guess who just got arrested the other day
spam,FREE entry into our Ì´å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
ham,Ok pa. Nothing problem:-)
ham,"We're all getting worried over here, derek and taylor have already assumed the worst"
spam,"Win the newest Ì´ÌÕHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
ham,Are you still getting the goods.
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
ham,On the road so cant txt
spam,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
spam,"Last Chance! Claim ur Ì´å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. Ì´å£3.00 Sub. 16"
ham,"life alle mone,eppolum oru pole allalo"
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
ham,"Nah I don't think he goes to usf, he lives around here though"
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
ham,Guai... ÌÎÌè shd haf seen him when he's naughty... ÌÎÌè so free today? Can go jogging...
ham,It shall be fine. I have avalarr now. Will hollalater
ham,No break time one... How... I come out n get my stuff fr ÌÎ_?
ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight."
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,"Hmm well, night night "
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
ham,Pls pls find out from aunt nike.
ham,"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\"""""
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,"Not for possession, especially not first offense"
ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...
ham,Hi.what you think about match?
ham,Great! I shoot big loads so get ready!
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327"
spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+
ham,Are you willing to go for apps class.
ham,i am seeking a lady in the street and a freak in the sheets. Is that you?
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 
ham,K come to nordstrom when you're done
ham,Yes... I trust u to buy new stuff ASAP so I can try it out
ham,Ok i go change also...
ham,Chk in ur belovd ms dict
ham,Hey... are you going to quit soon? Xuhui and i working till end of the month 
ham,Rofl betta invest in some  anti aging products
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
ham,Well that must be a pain to catch
spam,"URGENT! Your Mobile No. was awarded Ì´å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
ham,"Probably gonna be here for a while, see you later tonight &lt;)"
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
ham,Wait 2 min..stand at bus stop
ham,Then why you came to hostel.
ham,Why you keeping me away like this
ham,Wishing you a wonderful week.
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!"
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. Ì´å£1.50 SP:Tyrone
ham,"Sorry, I'll call you  later. I am in meeting sir."
ham,I cant pick the phone right now. Pls send a message
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.
ham,Hey mate. Spoke to the mag people. WeåäÌ_Ìáre on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 
ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...
ham,First answer my question.
ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore"
ham,Also maaaan are you missing out
ham,I AM AT A PARTY WITH ALEX NICHOLS
ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
ham,"Sorry that took so long, omw now"
ham,"No, but you told me you were going, before you got drunk!"
ham,You all ready for * big day tomorrow?
ham,No..but heard abt tat..
ham,"I'll get there at 3, unless you guys want me to come some time sooner"
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
ham,What happened to our yo date?
ham,Thank you. I like you as well...
ham,Keep my payasam there if rinu brings
ham,Never y lei... I v lazy... Got wat? Dat day ÌÎ_ send me da url cant work one...
ham,No objection. My bf not coming.
ham,It's justbeen overa week since we broke up and already our brains are going to mush!
ham,Yup. Thk of u oso boring wat.
ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
ham,O we cant see if we can join denis and mina? Or does denis want alone time
ham,Going to take your babe out ?
ham,Wat would u like 4 ur birthday?
ham,Ard 530 like dat lor. We juz meet in mrt station then ÌÎ_ dun haf to come out.
ham,PS U no ur a grown up now right?
ham,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
ham,"Sorry, I'll call later"
ham,I see the letter B on my car
ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
ham,Huh y lei...
ham,"Aight, I'll text you when I'm back"
ham,I WILL CAL YOU SIR. In meeting
ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
ham,Are you this much buzy
ham,Oh did you charge camera
spam,"Loan for any purpose Ì´å£500 - Ì´å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
ham,As in i want custom officer discount oh.
ham,Whatsup there. Dont u want to sleep
ham,Unless it's a situation where YOU GO GURL would be more appropriate
ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
ham,Just curious because my cuz asked what I was up to
ham,Now am free call me pa.
ham,Ok thanx... Take care then...
spam,UåäÌ_å»ve Bin Awarded Ì´å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min Ì´å£50-Ì´å£500. OptOut 08718727870
ham,Ok...
ham,I asked sen to come chennai and search for job.
ham,Easy ah?sen got selected means its good..
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
ham,Then u go back urself lor...
ham,Did u got that persons story
ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. 
ham,I finished my lunch already. U wake up already?
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
ham,Delhi and chennai still silent.
ham,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin..."
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. Ì´å£1.50 increments. Help08718728876"
ham,Welp apparently he retired
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
ham,Lemme know when you're here
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,"Ha. You donåäÌ_Ìát know either. I did a a clever but simple thing with pears the other day, perfect for christmas."
ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.
spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890Ì´å£1.50 per msg
ham,I donno its in your genes or something
ham,;-) ok. I feel like john lennon.
ham,My friends use to call the same.
ham,Sorry * was at the grocers.
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
spam,"For ur chance to win a Ì´å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
ham,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
ham,IåäÌ_Ìáll have a look at the frying pan in case itåäÌ_Ìás cheap or a book perhaps. No thatåäÌ_Ìás silly a frying pan isnåäÌ_Ìát likely to be a book
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,When ÌÎ_ login dat time... Dad fetching ÌÎ_ home now?
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
ham,Ding me on ya break fassyole! Blacko from londn
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!"
ham,"Alright, see you in a bit"
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
ham,Ok... Take ur time n enjoy ur dinner...
ham,To day class is there are no class.
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
ham,Hey what happen de. Are you alright.
ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.
ham,No need to buy lunch for me.. I eat maggi mee..
ham,Did you try making another butt.
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm"
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Ì´å£1000 cash or Ì´å£5000 prize!
ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x
ham,"Its ok., i just askd did u knw tht no?"
ham,I had askd u a question some hours before. Its answer
ham,Today am going to college so am not able to atten the class.
ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
ham,Havent shopping now lor i juz arrive only
ham,I'm fine. Hope you are also
ham,Pls accept me for one day. Or am begging you change the number.
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way. 
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
ham,Yes its possible but dint try. Pls dont tell to any one k
ham,Hey! There's veggie pizza... :/
ham,ÌÎÌè v ma fan...
ham,"Why is that, princess? I bet the brothas are all chasing you!"
ham,Hey they r not watching movie tonight so i'll prob b home early...
ham,when you and derek done with class?
ham,"No my blankets are sufficient, thx"
spam,"URGENT!! Your 4* Costa Del Sol Holiday or Ì´å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, CostÌ´å£1.50/pm, Max10mins"
ham,Shopping? Eh ger i toking abt syd leh...Haha
ham,Wait.i will come out.. &lt;#&gt;  min:)
ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
ham,Yup i thk so until e shop closes lor.
ham,"Y cant u try new invention to fly..i'm not joking.,"
ham,Nope. I just forgot. Will show next week
ham,Wot u up 2 u weirdo?
ham,This is all just creepy and crazy to me.
ham,Do well :)all will for little time. Thing of good times ahead:
ham,"Oh, then your phone phoned me but it disconnected"
ham,"Ya ok, then had dinner?"
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? 
ham,Also andros ice etc etc
ham,Tmr timin still da same wat cos i got lesson until 6...
ham,I need... Coz i never go before 
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost."
ham,Dont know you bring some food
ham,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u 
spam,You are a winner U have been specially selected 2 receive Ì´å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
ham,LOL that would be awesome payback.
ham,Yes :)it completely in out of form:)clark also utter waste.
ham,Idea will soon get converted to live:)
ham,Me n him so funny...
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
ham,Are you ok. What happen to behave like this
ham,Exactly. Anyways how far. Is jide her to study or just visiting
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
ham,Nope i waiting in sch 4 daddy... 
ham,Yes..gauti and sehwag out of odi series.
ham,Morning only i can ok.
ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\""."""
ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
ham,"Yeah, we got one lined up for us"
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
ham,Lol. Well quality aint bad at all so i aint complaining
ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. AÌ´å£1.50 minAPN LS278BB
ham,"Sorry, I'll call later"
ham,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you
ham,Can you do online transaction?
ham,how are you? I miss you!
spam,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!
ham,O. Well uv causes mutations. Sunscreen is like essential thesedays
ham,Thanks. Fills me with complete calm and reassurance! 
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
ham,"Sir, waiting for your letter."
ham,"Yes but i dont care! I need you bad, princess!"
ham,I dont understand your message.
ham,"GOD ASKED, \What is forgiveness?\"" A little child gave lovely reply"
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy
ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
ham,K..k..any special today?
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
ham,I have many dependents
spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+
ham,Mmmm.... I cant wait to lick it!
